Format,MoTeC CSV File,,,Workbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.29,59.6,11421,181.1,88.1,13.004,35.1,86.9,0.85,99.9,10.8,157.7,72.5,38,0,0,88.1,54,,382.2,100,416.3,18.4,4.3,0,37.7,,116.2,,,61.5,67.8,62.9,48.226,56.5,50.2,64,56.6,2.4,4.1,39.1,530,550,2,174.6,0.857,0,1.44,6.84,72.72,-0.62,0.57,1.05,75.9,15000,117.2,68547.52,160525,57.2,298.5,173.6,,57.3,,100,57.7,164.9,,,,,0,2.133,1.781,1.61,2.064,162.3,105.1,100,42.06581564,-84.23785636,44,4.034,-0.067,114.1,1,9668,0,14.07,12.28,12.61,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
261.56,62.3,11514,181.2,88.9,12.992,35.2,86.9,0.85,100,10.8,159.4,72.6,38,0,0,88.9,54.1,,382.2,100,428.5,18.6,4.3,0,37.9,,116.2,,,61.6,68,65.6,48.226,56.6,50.8,64.4,54.3,3.5,4.6,39,530,550,2,174.6,0.847,0,-3.24,-0.72,68.76,-0.96,0.39,0.98,75.6,15000,117.2,68547.561,160525,57.1,298.5,173.6,,59.3,,100,62.5,164.9,,,,,0,2.132,1.78,1.603,2.041,162.3,105.1,100,42.06581032,-84.23785568,44,4.034,-0.067,114.1,1,9668,0,13.11,12.98,13.26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
261.83,65.1,11607,181.2,89.7,12.98,35.3,86.9,0.86,100.2,10.8,161,72.7,38,0,0,89.7,54.2,,382.1,100,440.7,18.7,4.3,0,38,,116.1,,,61.6,68.2,61.6,48.226,56.8,51.4,64.9,52.1,3.5,5.1,39,530,550,2,174.6,0.836,0,-2.88,5.76,62.28,-1.23,1.03,1.16,75.2,15000,117.2,68547.602,160525,57.1,298.5,173.6,,61.4,,100,65.1,164.9,,,,,0,2.131,1.779,1.585,2.014,162.3,105.1,100,42.065805,-84.237855,44,4.034,-0.067,114.1,1,9668,0,13.02,13.38,12.77,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
262.11,63.5,11673.8,181.2,89.2,12.98,35.3,86.8,0.86,99.9,10.9,159.8,72.8,38,0,0,89.2,54.2,,382.1,100,433.4,18.6,4.3,0,38.2,,116.1,,,59.4,68.3,59.3,49.419,56.9,51.9,65.4,55.2,2.9,4,39,530,550,2,174.6,0.836,0,-5.04,16.2,48.24,-0.61,1.03,1.07,75.7,15000,117.2,68547.602,160525,57.1,298.5,173.5,,61.7,,100,64,164.9,,,,,0,2.135,1.779,1.556,2.011,162.3,105.1,100,42.065805,-84.237855,44,4.034,-0.067,114.1,1,9668,0,13.14,12.98,13.49,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
262.4,61.9,11740.5,181.2,88.8,12.98,35.4,86.8,0.86,99.6,10.9,158.5,72.9,38,0,0,88.8,54.2,,382.1,100,426,18.4,4.3,0,38.3,,116.1,,,57.1,68.5,56.5,50.611,57,52.5,65.8,58.4,3,4.6,39,530,550,2,174.6,0.836,0,1.44,4.32,39.24,-0.74,0.54,1.01,76.1,15000,117.2,68547.602,160525,57.1,298.5,173.5,,62.1,,100,60.7,164.9,,,,,0,2.135,1.787,1.536,2.022,162.3,105.1,100,42.065805,-84.237855,44,4.034,-0.067,114.1,1,9668,0,13.32,12.98,12.82,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
262.68,60.3,11807.3,181.2,88.4,12.98,35.5,86.8,0.86,99.3,10.9,157.3,73,38,0,0,88.4,54.2,,382,100,424,18.3,4.2,0,38.4,,116.1,,,57.2,68.7,56.1,51.208,57.1,53,66.3,61.6,2.4,4.6,39,530,550,2,174.6,0.837,0,6.48,2.88,31.68,-1.15,0.57,0.76,76.6,15000,117.3,68547.622,160525,57.1,298.48,173.4,,62.4,,100,57.9,164.9,,,,,0,2.143,1.801,1.553,2.025,162.3,105.1,100,42.06580234,-84.23785466,44,4.034,-0.067,114.2,1,9668,0,13.18,12.52,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
262.96,58.6,11874,181.2,88,12.98,35.6,86.8,0.86,99,10.9,156,73.1,38,0,0,88,54.2,,382,100,427.3,18.1,4.2,0,38.6,,116.1,,,59.5,68.9,56.5,51.208,57.2,53.5,66.8,64.7,1.9,4.6,39,530,550,2,174.6,0.837,0,11.52,0.72,31.68,-1.24,0.34,0.76,77,15000,117.3,68547.663,160525,57.1,298.44,173.4,,62.7,,100,56.9,164.9,,,,,0,2.138,1.806,1.57,2.043,162.4,105.1,100,42.06579702,-84.23785398,44,4.034,-0.067,114.2,1,9668,0,12.46,12.71,13.64,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
263.25,57,11940.8,181.2,87.6,12.98,35.6,86.8,0.86,98.7,11,154.8,73.2,38,0,0,87.6,54.2,,382,100,430.6,18,4.2,0,38.7,,116.1,,,61.9,69,61.9,51.208,57.3,54.1,67.3,67.9,3,4.6,39,530,550,2,174.7,0.837,0,5.04,4.32,34.2,-1.25,0.32,0.76,77.5,15000,117.3,68547.703,160525,57.1,298.4,173.4,,63.1,,100,56.9,165,,,,,0,2.135,1.808,1.588,2.068,162.4,105.1,100,42.0657917,-84.2378533,44,4.034,-0.067,114.2,1,9668,0,12.85,12.66,13.93,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
263.54,61.1,11948.7,181.2,87.6,12.975,35.7,86.8,0.86,98.7,11,154.8,73.3,38,0,0,87.6,54.2,,381.9,100,438.8,17.9,4.2,0,38.9,,116.1,,,70.2,69.2,70.7,51.763,57.5,54.7,67.3,67.6,5.1,3.5,39,530,550,2,174.7,0.834,0,2.52,3.96,38.88,-1.04,0.59,0.85,78.2,15000,117.3,68547.703,160525,57.1,298.4,174.8,,62.9,,100,59.8,165,,,,,0,2.115,1.804,1.599,2.095,162.4,105.1,100,42.0657917,-84.2378533,44,4.034,-0.067,114.2,1,9668,0,12.56,13.36,13.49,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
263.83,65.2,11956.7,181.3,87.6,12.97,35.8,86.7,0.86,98.7,11,154.8,73.4,38,0,0,87.6,54.1,,381.9,100,447,17.9,4.2,0,39,,116,,,78.5,69.4,80.8,52.319,57.7,55.3,67.3,67.3,3.5,3.5,39,530,550,2,174.7,0.831,0,3.6,-0.72,42.48,-0.86,0.58,0.91,78.9,15000,117.3,68547.703,160525,57.1,298.4,176.2,,62.7,,100,68.8,165,,,,,0,2.107,1.796,1.601,2.073,162.4,105.1,100,42.0657917,-84.2378533,44,4.034,-0.067,114.2,1,9668,0,12.24,14.16,13.68,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
264.13,69.3,11964.6,181.3,87.6,12.965,35.9,86.7,0.86,98.7,11,154.9,73.5,38,0,0,87.6,54.1,,381.9,100,448.6,17.9,4.2,0,39.2,,116,,,79.1,69.6,81.8,52.597,57.8,55.9,67.3,66.9,1.9,4.1,39,530,550,2,174.7,0.829,0,0,-1.8,39.24,-0.71,0.55,0.93,79.6,15000,117.4,68547.722,160525,57.1,298.4,176.9,,62.4,,100,78.8,165,,,,,0,2.083,1.795,1.587,2.04,162.4,105.1,100,42.06578902,-84.23785298,44,4.034,-0.067,114.3,1,9668,0,12.98,13.79,12.93,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
264.42,73.4,11972.6,181.3,87.6,12.961,36.1,86.7,0.86,98.7,11.1,154.9,73.6,38,0,0,87.6,54.1,,381.8,100,443.8,17.9,4.2,0,39.3,,116,,,72,69.7,74.6,52.597,58,56.5,67.3,66.6,3,3.5,39,530,550,2,174.7,0.826,0,-6.12,4.32,24.48,-0.52,0.72,1.1,80.3,15000,117.4,68547.759,160525,57,298.4,176.9,,62.2,,100,82.3,165,,,,,0,2.065,1.796,1.563,1.991,162.5,105.1,100,42.06578366,-84.23785234,44,4.034,-0.067,114.3,1,9668,0,13.76,13.45,11.87,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
264.71,77.5,11980.5,181.3,87.7,12.956,36.2,86.7,0.86,98.6,11.1,154.9,73.7,38,0,0,87.7,54,,381.8,100,439,17.9,4.2,0,39.4,,116,,,64.9,69.9,64.9,52.597,58.2,57.1,67.3,66.3,3,4.1,39,530,550,2,174.8,0.823,0,-7.92,5.4,12.96,-0.64,0.79,1.06,81.1,15000,117.4,68547.797,160525,57,298.4,176.9,,62,,100,78.2,165,,,,,0,2.068,1.796,1.541,1.942,162.5,105.1,100,42.0657783,-84.2378517,44,4.034,-0.067,114.3,1,9668,0,13.21,13.37,12.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
265.01,68.3,11913.8,181.3,83.7,12.97,36.5,86.7,0.86,95.9,11.1,144.5,73.8,38,0,0,83.7,54,,381.8,100,429.6,16.7,4,0,39.6,,116,,,53.9,70.1,51.1,53.145,58.7,57.3,67.3,66.1,1.9,3.5,39,530,550,2,174.8,0.828,0,0,0,-2.16,-0.43,0.58,0.9,81.9,15000,117.4,68547.797,160525,57,298.4,178.8,,57.1,,100,68,165,,,,,0,2.091,1.797,1.524,1.929,162.5,105.1,100,42.0657783,-84.2378517,44,4.034,-0.067,114.3,1,9668,0,13.55,13.3,12.02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
265.31,59.2,11847,181.3,79.6,12.985,36.8,86.6,0.86,93.1,11.1,134.1,73.9,38,0,0,79.6,54.1,,381.7,100,420.2,15.5,3.7,0,39.7,,116,,,43,70.3,40.1,53.693,59.2,57.6,67.3,65.8,0.8,3.5,39,530,550,2,174.8,0.833,0,6.48,6.48,-11.16,-1.25,0.6,0.84,82.8,15000,117.4,68547.797,160525,57,298.4,180.8,,52.2,,100,53.1,165,,,,,0,2.101,1.801,1.533,1.948,162.5,105.1,100,42.0657783,-84.2378517,44,4.034,-0.067,114.3,1,9668,0,13.46,12.84,11.94,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
265.61,50.1,11780.3,181.3,75.6,12.999,37.1,86.6,0.86,90.4,11.2,123.6,74,38,0,0,75.6,54.1,,381.7,100,389.3,14.3,3.5,0,39.9,,116,,,37,70.4,34.7,53.967,59.7,57.8,67.3,65.6,2.4,4.1,39,530,550,2,174.8,0.839,0,2.88,-1.08,-13.32,-1.22,0.45,0.83,83.7,15000,117.5,68547.817,160525,57,298.42,181.8,,47.2,,100,39.2,165,,,,,0,2.103,1.82,1.546,1.963,162.5,105.1,100,42.06577564,-84.23785236,44,4.034,-0.067,114.4,1,9668,0,12.64,12.46,13.52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
265.91,40.9,11713.5,181.3,71.6,13.014,37.4,86.6,0.86,87.6,11.2,113.2,74.1,38,0,0,71.6,54.1,,381.7,100,336.9,13.1,3.3,0,40,,115.9,,,36,70.6,32.7,53.967,60.2,58,67.3,65.4,3.5,3.5,39,530,550,2,174.8,0.844,0,4.68,0.72,-10.44,-1.45,0.48,0.87,84.6,15000,117.5,68547.858,160525,57,298.46,181.8,,42.3,,100,34.7,165,,,,,0,2.091,1.821,1.556,1.982,162.5,105.1,100,42.06577032,-84.23785368,44,4.034,-0.067,114.4,1,9668,0,12.55,12.68,12.94,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
266.21,31.8,11646.7,181.3,67.6,13.028,37.7,86.6,0.86,84.8,11.2,102.8,74.2,38,0,0,67.6,54.1,,381.7,100,284.5,11.9,3.1,0,40.1,,115.9,,,35,70.8,35,53.967,60.7,58.2,67.3,65.1,2.4,3.5,39,530,550,2,174.8,0.849,0,0,-11.52,-2.52,-1.04,0.56,0.67,85.5,15000,117.5,68547.898,160525,57,298.5,181.8,,37.4,,100,31.8,165,,,,,0,2.101,1.817,1.573,2.004,162.6,105.1,100,42.065765,-84.237855,44,4.034,-0.067,114.4,1,9668,0,13.2,12.47,12.61,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
266.51,41.6,11615,181.4,72,13.023,37.9,86.6,0.86,87.9,11.2,114.5,74.3,38,0,0,72,54,,381.6,100,299.4,13.3,3.3,0,40.3,,115.9,,,53.9,71,46.9,54.249,61,58.6,66.9,65,1.9,3,39,530,550,2,174.8,0.862,0,-0.36,5.4,3.24,-0.94,0.92,1,81.2,15000,117.5,68547.898,160525,57,298.5,184.8,,44.4,,100,33.1,165,,,,,0,2.09,1.807,1.573,2.011,162.5,105.1,100,42.065765,-84.237855,44,4.034,-0.067,114.4,1,9668,0,13.38,11.78,13.56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
266.82,51.4,11583.2,181.4,76.4,13.019,38.1,86.6,0.86,91.1,11.3,126.2,74.4,38,0,0,76.4,54,,381.6,100,314.3,14.6,3.6,0,40.4,,115.9,,,72.7,71.1,72.8,54.53,61.3,58.9,66.4,64.9,2.4,4.1,39,530,550,2,174.8,0.875,0,-3.6,0,10.8,-1.14,0.82,0.99,77,15000,117.5,68547.898,160525,57,298.5,187.8,,51.4,,100,43.9,165,,,,,0,2.085,1.798,1.564,1.999,162.4,105.1,100,42.065765,-84.237855,44,4.034,-0.067,114.4,1,9668,0,12.66,13.15,13.31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
267.12,61.2,11551.4,181.4,80.8,13.014,38.3,86.5,0.86,94.2,11.3,137.9,74.5,38,0,0,80.8,53.9,,381.6,100,343.7,16,3.8,0,40.6,,115.9,,,80.6,71.3,85.1,54.671,61.6,59.3,66,64.8,4.6,3.5,39,530,550,2,174.8,0.887,0,-1.8,1.44,12.96,-0.93,0.74,1.1,72.8,15000,117.6,68547.919,160525,57,298.5,189.3,,58.4,,100,65.6,165,,,,,0,2.079,1.789,1.54,1.996,162.3,105.1,100,42.06576234,-84.23785566,44,4.034,-0.067,114.5,1,9668,0,13.08,12.61,12.55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
267.42,71,11519.6,181.4,85.2,13.009,38.5,86.5,0.86,97.3,11.3,149.6,74.6,38,0,0,85.2,53.9,,381.5,100,387.5,17.4,4.1,0,40.7,,115.9,,,77.5,71.5,82.1,54.671,61.9,59.6,65.6,64.7,4,4.5,39,530,550,2,174.9,0.9,0,-3.96,-4.68,13.32,-0.87,0.61,1.03,68.6,15000,117.6,68547.959,160525,56.9,298.5,189.3,,65.4,,100,81.5,165,,,,,0,2.085,1.789,1.527,1.987,162.2,105.1,100,42.06575702,-84.23785698,44,4.034,-0.067,114.5,1,9668,0,12.44,13.29,13.41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
267.73,80.8,11487.8,181.4,89.6,13.004,38.6,86.5,0.87,100.4,11.3,161.3,74.7,38,0,0,89.6,53.8,,381.5,100,431.4,18.8,4.3,0,40.8,,115.9,,,74.4,71.7,74.4,54.671,62.2,60,65.1,64.5,1.3,3.5,39,530,550,2,174.9,0.913,0,4.68,-2.88,11.88,-1.21,0.31,0.96,64.4,15000,117.6,68548,160525,56.9,298.5,189.3,,72.4,,100,81,165,,,,,0,2.083,1.788,1.535,1.984,162.1,105.1,100,42.0657517,-84.2378583,44,4.034,-0.067,114.5,1,9668,0,13.36,12.03,13.94,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,4,0,1,1,1,1,1,1
268.05,75.9,11585.6,181.4,89.3,13.006,39,86.5,0.87,100.1,11.4,160.1,74.8,38,0,0,89.3,53.8,,381.5,100,432.5,18.6,4.3,0,41,,115.8,,,67.5,71.8,65.6,55.686,62.7,60.3,65.4,59.8,3,4.6,39,530,550,2,174.9,0.898,0,14.04,-13.32,11.52,-0.89,0.48,0.92,65.8,15000,117.6,68548,160525,56.9,298.5,191.6,,69.7,,100,76.1,165.1,,,,,0,2.083,1.788,1.542,1.985,162.1,105.1,100,42.0657517,-84.2378583,44,4.034,-0.067,114.5,1,9668,0,13.57,11.99,12.49,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,4,0,1,1,1,1,1,1
268.36,71,11683.3,181.4,88.9,13.009,39.3,86.5,0.87,99.7,11.4,158.9,74.9,38,0,0,88.9,53.8,,381.4,100,433.6,18.5,4.3,0,41.1,,115.8,,,60.5,72,58.4,56.701,63.2,60.7,65.6,55,5.2,4.1,39,530,550,2,174.9,0.884,0,6.48,-14.76,12.6,-0.86,0.84,1.05,67.3,15000,117.6,68548,160525,56.9,298.5,193.9,,67,,100,66.4,165.1,,,,,0,2.077,1.788,1.557,1.991,162,105.1,100,42.0657517,-84.2378583,44,4.034,-0.067,114.5,1,9668,0,12.11,13.64,13.68,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,4,0,1,1,1,1,1,1
268.68,66,11781.1,181.4,88.5,13.011,39.6,86.4,0.87,99.4,11.4,157.7,75,38,0,0,88.5,53.9,,381.4,100,432.1,18.3,4.3,0,41.3,,115.8,,,57.3,72.2,57.3,57.208,63.7,61.1,65.9,50.3,3.5,3.5,39,530,550,2,174.9,0.869,0,4.32,-4.32,15.84,-0.81,0.76,1,68.7,15000,117.7,68548.02,160525,56.9,298.48,195.1,,64.4,,100,57.5,165.1,,,,,0,2.076,1.788,1.592,1.995,161.9,105.1,100,42.06574902,-84.23785964,44,4.034,-0.067,114.6,1,9668,0,12.25,13.96,13.39,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,4,0,1,1,1,1,1,1
269,61.1,11878.8,181.4,88.2,13.014,39.9,86.4,0.87,99,11.5,156.4,75.1,38,0,0,88.2,53.9,,381.4,100,428.1,18.1,4.2,0,41.4,,115.8,,,57.9,72.4,57.6,57.208,64.2,61.5,66.2,45.5,1.9,4.1,39,530,550,2,174.9,0.855,0,0,-6.12,18.72,-0.84,0.42,0.89,70.1,15000,117.7,68548.061,160525,56.9,298.44,195.1,,61.7,,100,56.3,165.1,,,,,0,2.072,1.788,1.62,1.992,161.8,105.1,100,42.06574366,-84.23786232,44,4.034,-0.067,114.6,1,9668,0,12.9,13.79,12.65,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,4,0,1,1,1,1,1,1
269.32,56.2,11976.6,181.5,87.8,13.016,40.2,86.4,0.87,98.7,11.5,155.2,75.2,38,0,0,87.8,53.9,,381.3,100,424.1,18,4.2,0,41.5,,115.8,,,58.5,72.5,58.5,57.208,64.7,61.9,66.4,40.8,1.9,3.5,39,530,550,2,174.9,0.84,0,-0.72,-4.32,20.88,-0.47,0.62,0.91,71.6,15000,117.7,68548.102,160525,56.9,298.4,195.1,,59,,100,56.2,165.1,,,,,0,2.073,1.796,1.607,1.99,161.7,105.1,100,42.0657383,-84.237865,44,4.034,-0.067,114.6,1,9668,0,13.44,12.79,12.91,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
269.65,56.8,12002,181.5,87.8,13.052,40.3,86.4,0.87,98.7,11.5,155.2,75.3,38,0,0,87.8,53.9,,381.3,100,423.9,18,4.2,0,41.7,,115.8,,,58.9,72.7,59.7,58.112,64.9,62.3,66.8,46.5,4.6,4.6,39,530,550,2,174.9,0.841,0,-0.72,-4.68,20.16,-0.26,0.62,0.91,73.4,15000,117.7,68548.102,160525,56.9,298.4,196.9,,59.3,,100,56.5,165.1,,,,,0,2.076,1.801,1.595,1.977,161.7,105.1,100,42.0657383,-84.237865,44,4.034,-0.067,114.6,1,9668,0,13.18,12.89,12.62,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
269.98,57.3,12027.4,181.5,87.8,13.089,40.5,86.4,0.87,98.7,11.5,155.1,75.4,38,0,0,87.8,53.9,,381.3,100,423.8,18,4.2,0,41.8,,115.8,,,59.4,72.9,59.8,59.016,65.2,62.8,67.3,52.3,1.9,3.5,39,530,550,2,174.9,0.842,0,0,-7.2,18,-0.46,0.52,0.85,75.2,15000,117.7,68548.102,160525,56.9,298.4,198.8,,59.7,,100,57.5,165.1,,,,,0,2.075,1.809,1.586,1.957,161.6,105.1,100,42.0657383,-84.237865,44,4.034,-0.067,114.6,1,9668,0,13,13.52,13.06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
270.31,57.9,12052.9,181.5,87.7,13.125,40.6,86.4,0.87,98.6,11.6,155,75.6,38,0,0,87.7,53.9,,381.2,100,424.9,17.9,4.2,0,42,,115.7,,,59.8,73.1,59.7,59.468,65.4,63.3,67.7,58,1.9,4.1,39,530,550,2,175,0.844,0,0,9,16.56,-0.42,0.31,0.95,77,15000,117.8,68548.122,160525,56.8,298.4,199.7,,60,,100,58.4,165.1,,,,,0,2.072,1.808,1.573,1.947,161.5,105.1,100,42.0657353,-84.23786634,44,4.034,-0.067,114.7,1,9668,0,13.05,13.08,12.69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
270.64,58.5,12078.3,181.5,87.7,13.161,40.8,86.3,0.87,98.6,11.6,155,75.7,38,0,0,87.7,53.9,,381.2,100,427.4,17.9,4.2,0,42.1,,115.7,,,60,73.2,59.4,59.468,65.6,63.8,68.1,63.8,5.1,3,39,530,550,2,175,0.845,0,6.84,1.08,14.76,-0.48,0.29,0.89,78.8,15000,117.8,68548.163,160525,56.8,298.4,199.7,,60.4,,100,58.8,165.1,,,,,0,2.053,1.804,1.588,1.96,161.4,105.1,100,42.0657293,-84.23786902,44,4.034,-0.067,114.7,1,9668,0,12.73,12.86,12.75,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
270.97,59.1,12103.7,181.5,87.7,13.197,40.9,86.3,0.87,98.6,11.6,154.9,75.8,38,0,0,87.7,53.9,,381.2,100,429.8,17.9,4.2,0,42.2,,115.7,,,60.2,73.4,60.2,59.468,65.9,64.2,68.5,69.5,3.5,3.5,39,530,550,2,175,0.846,0,5.04,7.2,16.2,-0.53,0.23,0.92,80.7,15000,117.8,68548.203,160525,56.8,298.4,199.7,,60.7,,100,59.1,165.1,,,,,0,2.044,1.792,1.611,1.972,161.3,105.1,100,42.0657233,-84.2378717,44,4.034,-0.067,114.7,1,9668,0,13.42,12.54,13.38,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
